unix_time,cycles_done,cur_path,paths_total,pending_total,pending_favs,map_size,unique_crashes,unique_hangs,max_depth,execs_per_sec,valid_inputs,invalid_inputs,valid_cov,all_covered_probes,valid_covered_probes
1710249876, 0, 0, 1, 0, 0, 0.20%, 0, 0, 0, 1.38, 0, 1, 0.00%, 134, 0
1710249876, 0, 0, 5, 0, 0, 0.28%, 0, 0, 0, 756.67, 0, 228, 0.00%, 182, 0
1710249877, 0, 0, 7, 0, 0, 0.28%, 0, 0, 0, 1136.67, 0, 569, 0.00%, 184, 0
1710249877, 0, 2, 7, 0, 0, 0.28%, 0, 0, 0, 973.33, 0, 861, 0.00%, 184, 0
1710249877, 0, 2, 8, 0, 0, 0.28%, 0, 0, 0, 1096.67, 0, 1190, 0.00%, 185, 0
1710249878, 0, 3, 9, 0, 0, 0.31%, 0, 0, 0, 1279.07, 0, 1575, 0.00%, 203, 0
1710249878, 0, 4, 10, 0, 0, 0.31%, 0, 0, 0, 1433.33, 0, 2005, 0.00%, 206, 0
1710249878, 0, 5, 10, 0, 0, 0.31%, 0, 0, 0, 1566.67, 0, 2475, 0.00%, 206, 0
1710249878, 0, 5, 11, 0, 0, 0.32%, 0, 0, 0, 1626.67, 0, 2963, 0.00%, 207, 0
1710249879, 0, 7, 11, 0, 0, 0.32%, 0, 0, 0, 1466.67, 0, 3403, 0.00%, 207, 0
1710249879, 0, 8, 11, 0, 0, 0.32%, 0, 0, 0, 1580.00, 0, 3877, 0.00%, 207, 0
1710249879, 0, 8, 11, 0, 0, 0.32%, 0, 0, 0, 1323.33, 0, 4274, 0.00%, 207, 0
1710249880, 0, 9, 12, 0, 0, 0.33%, 0, 0, 0, 1406.67, 0, 4696, 0.00%, 215, 0
1710249880, 0, 9, 13, 0, 0, 0.33%, 0, 0, 0, 1590.00, 0, 5173, 0.00%, 216, 0
1710249880, 0, 10, 13, 0, 0, 0.33%, 0, 0, 0, 1660.00, 0, 5671, 0.00%, 216, 0
1710249881, 0, 10, 13, 0, 0, 0.33%, 0, 0, 0, 1673.33, 0, 6173, 0.00%, 216, 0
1710249881, 0, 11, 13, 0, 0, 0.33%, 0, 0, 0, 1590.00, 0, 6650, 0.00%, 216, 0
1710249881, 0, 12, 13, 0, 0, 0.33%, 0, 0, 0, 1776.67, 0, 7183, 0.00%, 216, 0
1710249881, 0, 12, 13, 0, 0, 0.33%, 0, 0, 0, 1666.67, 0, 7683, 0.00%, 216, 0
1710249882, 1, 0, 13, 0, 0, 0.33%, 0, 0, 0, 1790.00, 0, 8220, 0.00%, 216, 0
1710249882, 1, 2, 13, 0, 0, 0.33%, 0, 0, 0, 1840.00, 0, 8772, 0.00%, 216, 0
1710249882, 1, 4, 13, 0, 0, 0.33%, 0, 0, 0, 1806.67, 0, 9314, 0.00%, 216, 0
1710249883, 1, 4, 13, 0, 0, 0.33%, 0, 0, 0, 1700.00, 0, 9824, 0.00%, 216, 0
1710249883, 1, 5, 13, 0, 0, 0.33%, 0, 0, 0, 1643.33, 0, 10317, 0.00%, 216, 0
1710249883, 1, 7, 13, 0, 0, 0.33%, 0, 0, 0, 1820.00, 0, 10863, 0.00%, 216, 0
1710249884, 1, 8, 13, 0, 0, 0.33%, 0, 0, 0, 1870.00, 0, 11424, 0.00%, 216, 0
1710249884, 1, 8, 13, 0, 0, 0.33%, 0, 0, 0, 1803.33, 0, 11965, 0.00%, 216, 0
1710249884, 1, 9, 13, 0, 0, 0.33%, 0, 0, 0, 1876.67, 0, 12528, 0.00%, 216, 0
1710249884, 1, 10, 13, 0, 0, 0.33%, 0, 0, 0, 1803.33, 0, 13069, 0.00%, 216, 0
1710249885, 1, 10, 13, 0, 0, 0.33%, 0, 0, 0, 1873.33, 0, 13631, 0.00%, 216, 0
1710249885, 1, 11, 13, 0, 0, 0.33%, 0, 0, 0, 1523.33, 0, 14088, 0.00%, 216, 0
1710249885, 1, 12, 13, 0, 0, 0.33%, 0, 0, 0, 1903.33, 0, 14659, 0.00%, 216, 0
1710249886, 1, 12, 13, 0, 0, 0.33%, 0, 0, 0, 1830.00, 0, 15208, 0.00%, 216, 0
1710249886, 2, 0, 13, 0, 0, 0.33%, 0, 0, 0, 1650.00, 0, 15703, 0.00%, 216, 0
1710249886, 2, 2, 13, 0, 0, 0.33%, 0, 0, 0, 1660.00, 0, 16201, 0.00%, 216, 0
1710249887, 2, 2, 13, 0, 0, 0.33%, 0, 0, 0, 1516.67, 0, 16656, 0.00%, 216, 0
1710249887, 2, 4, 13, 0, 0, 0.33%, 0, 0, 0, 1643.33, 0, 17149, 0.00%, 216, 0
1710249887, 2, 5, 13, 0, 0, 0.33%, 0, 0, 0, 1830.00, 0, 17698, 0.00%, 216, 0
1710249887, 2, 6, 13, 0, 0, 0.33%, 0, 0, 0, 1723.33, 0, 18215, 0.00%, 216, 0
1710249888, 2, 7, 13, 0, 0, 0.33%, 0, 0, 0, 1943.33, 0, 18798, 0.00%, 216, 0
1710249888, 2, 8, 13, 0, 0, 0.33%, 0, 0, 0, 1870.00, 0, 19359, 0.00%, 216, 0
1710249888, 2, 9, 13, 0, 0, 0.33%, 0, 0, 0, 1840.00, 0, 19911, 0.00%, 216, 0
