unix_time,cycles_done,cur_path,paths_total,pending_total,pending_favs,map_size,unique_crashes,unique_hangs,max_depth,execs_per_sec,valid_inputs,invalid_inputs,valid_cov,all_covered_probes,valid_covered_probes
1710246267, 0, 0, 1, 0, 0, 0.20%, 0, 0, 0, 1.45, 0, 1, 0.00%, 134, 0
1710246267, 0, 0, 6, 0, 0, 0.28%, 0, 0, 0, 756.67, 0, 228, 0.00%, 182, 0
1710246267, 0, 0, 7, 0, 0, 0.31%, 0, 0, 0, 1130.00, 0, 567, 0.00%, 200, 0
1710246267, 0, 4, 8, 0, 0, 0.31%, 0, 0, 0, 1310.00, 0, 960, 0.00%, 200, 0
1710246268, 0, 4, 8, 0, 0, 0.31%, 0, 0, 0, 1333.33, 0, 1360, 0.00%, 200, 0
1710246268, 0, 5, 11, 0, 0, 0.33%, 0, 0, 0, 1486.67, 0, 1806, 0.00%, 213, 0
1710246268, 0, 5, 12, 0, 0, 0.33%, 0, 0, 0, 1503.33, 0, 2257, 0.00%, 214, 0
1710246269, 0, 6, 13, 0, 0, 0.33%, 0, 0, 0, 1600.00, 0, 2737, 0.00%, 215, 0
1710246269, 0, 8, 13, 0, 0, 0.33%, 0, 0, 0, 1580.00, 0, 3211, 0.00%, 215, 0
1710246269, 0, 8, 13, 0, 0, 0.33%, 0, 0, 0, 1505.95, 0, 3717, 0.00%, 215, 0
1710246270, 0, 9, 15, 0, 0, 0.34%, 0, 0, 0, 1700.00, 0, 4227, 0.00%, 220, 0
1710246270, 0, 10, 16, 0, 0, 0.34%, 0, 0, 0, 1746.67, 0, 4751, 0.00%, 221, 0
1710246270, 0, 10, 16, 0, 0, 0.34%, 0, 0, 0, 1690.00, 0, 5258, 0.00%, 221, 0
1710246271, 0, 11, 16, 0, 0, 0.34%, 0, 0, 0, 1543.33, 0, 5721, 0.00%, 221, 0
1710246271, 0, 12, 16, 0, 0, 0.34%, 0, 0, 0, 1760.00, 0, 6249, 0.00%, 221, 0
1710246271, 0, 12, 16, 0, 0, 0.34%, 0, 0, 0, 1746.67, 0, 6773, 0.00%, 221, 0
1710246271, 0, 13, 16, 0, 0, 0.34%, 0, 0, 0, 1826.67, 0, 7321, 0.00%, 221, 0
1710246272, 0, 14, 17, 0, 0, 0.37%, 0, 0, 0, 1670.00, 0, 7822, 0.00%, 240, 0
1710246272, 0, 14, 18, 0, 0, 0.37%, 0, 0, 0, 1810.00, 0, 8365, 0.00%, 242, 0
1710246272, 0, 15, 19, 0, 0, 0.37%, 0, 0, 0, 1780.00, 0, 8899, 0.00%, 243, 0
1710246273, 0, 16, 19, 0, 0, 0.37%, 0, 0, 0, 1823.33, 0, 9446, 0.00%, 243, 0
1710246273, 0, 16, 20, 0, 0, 0.38%, 0, 0, 0, 1596.67, 0, 9925, 0.00%, 247, 0
