unix_time,cycles_done,cur_path,paths_total,pending_total,pending_favs,map_size,unique_crashes,unique_hangs,max_depth,execs_per_sec,valid_inputs,invalid_inputs,valid_cov,all_covered_probes,valid_covered_probes
1707250018, 0, 0, 1, 0, 0, 1.87%, 0, 0, 0, 0.57, 1, 0, 1.87%, 1226, 1226
1707250018, 0, 0, 4, 0, 0, 1.87%, 0, 0, 0, 16.95, 7, 0, 1.87%, 1227, 1227
1707250019, 0, 0, 7, 0, 0, 1.89%, 0, 0, 0, 34.81, 18, 0, 1.89%, 1237, 1237
1707250019, 0, 0, 12, 0, 0, 1.92%, 0, 0, 0, 60.70, 37, 0, 1.92%, 1255, 1255
1707250019, 0, 0, 17, 0, 0, 1.92%, 0, 0, 0, 105.61, 69, 0, 1.92%, 1256, 1256
1707250020, 0, 0, 23, 0, 0, 2.27%, 0, 0, 0, 89.70, 96, 0, 2.27%, 1485, 1485
1707250020, 0, 0, 26, 0, 0, 2.27%, 0, 0, 0, 109.27, 129, 0, 2.27%, 1485, 1485
1707250020, 0, 0, 29, 0, 0, 2.27%, 0, 0, 0, 106.92, 163, 0, 2.27%, 1485, 1485
1707250020, 0, 0, 34, 0, 0, 2.27%, 0, 0, 0, 106.31, 195, 0, 2.27%, 1486, 1486
1707250021, 0, 0, 36, 0, 0, 2.27%, 0, 0, 0, 126.67, 233, 0, 2.27%, 1486, 1486
1707250021, 0, 0, 38, 0, 0, 2.29%, 0, 0, 0, 135.31, 274, 0, 2.29%, 1498, 1498
1707250021, 0, 0, 40, 0, 0, 2.30%, 0, 0, 0, 169.44, 325, 0, 2.30%, 1510, 1510
1707250022, 0, 0, 42, 0, 0, 2.33%, 0, 0, 0, 143.33, 368, 0, 2.33%, 1528, 1528
1707250022, 0, 0, 44, 0, 0, 2.33%, 0, 0, 0, 188.74, 425, 0, 2.33%, 1528, 1528
1707250022, 0, 0, 47, 0, 0, 2.34%, 0, 0, 0, 141.91, 468, 0, 2.34%, 1535, 1535
1707250023, 0, 0, 50, 0, 0, 2.34%, 0, 0, 0, 114.01, 503, 0, 2.34%, 1535, 1535
1707250023, 0, 0, 52, 0, 0, 2.34%, 0, 0, 0, 169.44, 554, 0, 2.34%, 1535, 1535
1707250023, 0, 0, 55, 0, 0, 2.34%, 0, 0, 0, 169.44, 605, 0, 2.34%, 1536, 1536
1707250024, 0, 0, 59, 0, 0, 2.34%, 0, 0, 0, 211.92, 669, 0, 2.34%, 1536, 1536
