unix_time,cycles_done,cur_path,paths_total,pending_total,pending_favs,map_size,unique_crashes,unique_hangs,max_depth,execs_per_sec,valid_inputs,invalid_inputs,valid_cov,all_covered_probes,valid_covered_probes
1707242798, 0, 0, 1, 0, 0, 1.79%, 0, 0, 0, 1.24, 1, 0, 1.79%, 1171, 1171
1707242798, 0, 0, 15, 0, 0, 2.12%, 0, 0, 0, 117.65, 37, 0, 2.12%, 1388, 1388
1707242798, 0, 0, 24, 0, 0, 2.19%, 0, 0, 0, 211.92, 101, 0, 2.19%, 1433, 1433
1707242799, 0, 0, 37, 0, 0, 2.41%, 0, 0, 0, 246.67, 175, 0, 2.41%, 1577, 1577
1707242799, 0, 0, 44, 0, 0, 2.43%, 0, 0, 0, 262.46, 254, 0, 2.43%, 1595, 1595
1707242799, 0, 0, 49, 0, 0, 2.44%, 0, 0, 0, 281.46, 339, 0, 2.44%, 1600, 1600
1707242800, 0, 0, 51, 0, 0, 2.44%, 0, 0, 0, 296.67, 428, 0, 2.44%, 1600, 1600
1707242800, 0, 0, 55, 0, 0, 2.44%, 0, 0, 0, 310.00, 521, 0, 2.44%, 1600, 1600
1707242800, 0, 0, 62, 0, 0, 2.44%, 0, 0, 0, 305.65, 613, 0, 2.44%, 1600, 1600
1707242801, 0, 0, 66, 0, 0, 2.45%, 0, 0, 0, 321.19, 710, 0, 2.45%, 1607, 1607
1707242801, 0, 2, 88, 0, 0, 2.46%, 0, 0, 0, 401.99, 831, 0, 2.46%, 1611, 1611
1707242801, 0, 2, 104, 0, 0, 2.47%, 0, 0, 0, 553.33, 997, 0, 2.47%, 1616, 1616
1707242801, 0, 2, 112, 0, 0, 2.47%, 0, 0, 0, 626.67, 1185, 0, 2.47%, 1616, 1616
1707242802, 0, 2, 117, 0, 0, 2.47%, 0, 0, 0, 613.33, 1369, 0, 2.47%, 1617, 1617
1707242802, 0, 3, 120, 0, 0, 2.47%, 0, 0, 0, 287.13, 1456, 0, 2.47%, 1617, 1617
1707242802, 0, 3, 124, 0, 0, 2.48%, 0, 0, 0, 271.52, 1538, 0, 2.48%, 1624, 1624
1707242803, 0, 3, 126, 0, 0, 2.48%, 0, 0, 0, 286.67, 1624, 0, 2.48%, 1624, 1624
1707242803, 0, 3, 128, 0, 0, 2.48%, 0, 0, 0, 292.36, 1712, 0, 2.48%, 1624, 1624
1707242803, 0, 3, 131, 0, 0, 2.48%, 0, 0, 0, 299.00, 1802, 0, 2.48%, 1624, 1624
1707242804, 0, 3, 133, 0, 0, 2.48%, 0, 0, 0, 305.65, 1894, 0, 2.48%, 1624, 1624
1707242804, 0, 3, 134, 0, 0, 2.48%, 0, 0, 0, 308.97, 1987, 0, 2.48%, 1624, 1624
1707242804, 0, 5, 135, 0, 0, 2.48%, 0, 0, 0, 320.00, 2083, 0, 2.48%, 1624, 1624
1707242805, 0, 8, 137, 0, 0, 2.48%, 0, 0, 0, 352.16, 2189, 0, 2.48%, 1624, 1624
1707242805, 0, 8, 143, 0, 0, 2.48%, 0, 0, 0, 356.67, 2296, 0, 2.48%, 1624, 1624
1707242805, 0, 8, 143, 0, 0, 2.48%, 0, 0, 0, 383.33, 2411, 0, 2.48%, 1624, 1624
1707242805, 0, 8, 144, 0, 0, 2.48%, 0, 0, 0, 375.42, 2524, 0, 2.48%, 1624, 1624
