unix_time,cycles_done,cur_path,paths_total,pending_total,pending_favs,map_size,unique_crashes,unique_hangs,max_depth,execs_per_sec,valid_inputs,invalid_inputs,valid_cov,all_covered_probes,valid_covered_probes
1710350994, 0, 0, 1, 0, 0, 0.29%, 0, 0, 0, 1.01, 0, 1, 0.00%, 188, 0
1710350995, 0, 0, 15, 0, 0, 0.81%, 0, 0, 0, 313.33, 0, 95, 0.00%, 532, 0
1710350995, 0, 1, 21, 0, 0, 1.16%, 0, 0, 0, 663.33, 0, 294, 0.00%, 762, 0
1710350995, 0, 1, 34, 0, 0, 1.20%, 0, 0, 0, 790.00, 0, 531, 0.00%, 787, 0
1710350995, 0, 3, 41, 0, 0, 1.20%, 0, 0, 0, 923.33, 0, 808, 0.00%, 787, 0
1710350996, 0, 4, 51, 0, 0, 1.22%, 0, 0, 0, 1053.16, 0, 1125, 0.00%, 800, 0
1710350996, 0, 5, 57, 0, 0, 1.55%, 0, 0, 0, 1106.67, 1, 1456, 1.30%, 1016, 852
1710350996, 0, 6, 59, 0, 0, 1.56%, 0, 0, 0, 1023.33, 2, 1762, 1.31%, 1023, 859
1710350997, 0, 8, 61, 0, 0, 1.58%, 0, 0, 0, 1123.33, 2, 2099, 1.31%, 1033, 859
1710350997, 0, 9, 63, 0, 0, 1.58%, 0, 0, 0, 1243.33, 2, 2472, 1.31%, 1033, 859
1710350997, 0, 10, 64, 0, 0, 1.58%, 0, 0, 0, 966.67, 2, 2762, 1.31%, 1033, 859
1710350998, 0, 11, 64, 0, 0, 1.58%, 0, 0, 0, 1170.00, 2, 3113, 1.31%, 1033, 859
1710350998, 0, 13, 68, 0, 0, 1.58%, 0, 0, 0, 1070.00, 3, 3433, 1.31%, 1038, 859
1710350998, 0, 15, 70, 0, 0, 1.60%, 0, 0, 0, 1350.00, 3, 3838, 1.31%, 1047, 859
1710350998, 0, 16, 73, 0, 0, 1.61%, 0, 0, 0, 1396.67, 8, 4252, 1.31%, 1053, 859
1710350999, 0, 19, 75, 0, 0, 1.62%, 0, 0, 0, 1286.67, 8, 4638, 1.31%, 1063, 859
1710350999, 0, 20, 77, 0, 0, 1.62%, 0, 0, 0, 1033.33, 11, 4945, 1.31%, 1063, 859
1710350999, 0, 20, 81, 0, 0, 1.64%, 0, 0, 0, 980.00, 29, 5221, 1.31%, 1074, 859
1710351000, 0, 22, 81, 0, 0, 1.64%, 0, 0, 0, 1213.33, 32, 5582, 1.31%, 1074, 859
1710351000, 0, 23, 83, 0, 0, 1.64%, 0, 0, 0, 1076.67, 33, 5904, 1.35%, 1074, 883
1710351000, 0, 24, 85, 0, 0, 1.64%, 0, 0, 0, 1179.40, 33, 6259, 1.35%, 1075, 883
1710351001, 0, 29, 85, 0, 0, 1.64%, 0, 0, 0, 1186.67, 34, 6614, 1.35%, 1075, 883
1710351001, 0, 30, 86, 0, 0, 1.64%, 0, 0, 0, 1280.00, 34, 6998, 1.35%, 1076, 883
1710351001, 0, 33, 86, 0, 0, 1.64%, 0, 0, 0, 1316.67, 34, 7393, 1.35%, 1076, 883
1710351001, 0, 41, 87, 0, 0, 1.64%, 0, 0, 0, 1326.67, 35, 7790, 1.35%, 1076, 883
1710351002, 0, 43, 88, 0, 0, 1.64%, 0, 0, 0, 1226.67, 35, 8158, 1.35%, 1076, 883
1710351002, 0, 48, 90, 0, 0, 1.64%, 0, 0, 0, 1030.00, 39, 8463, 1.35%, 1076, 883
1710351002, 0, 49, 91, 0, 0, 1.64%, 0, 0, 0, 1240.00, 41, 8833, 1.36%, 1076, 894
1710351003, 0, 53, 97, 0, 0, 1.66%, 0, 0, 0, 1103.33, 49, 9156, 1.46%, 1086, 955
1710351003, 0, 53, 98, 0, 0, 1.66%, 0, 0, 0, 1053.33, 60, 9461, 1.46%, 1086, 955
1710351003, 0, 55, 100, 0, 0, 1.66%, 0, 0, 0, 993.33, 61, 9758, 1.46%, 1086, 955
1710351004, 0, 56, 101, 0, 0, 1.66%, 0, 0, 0, 1170.00, 89, 10081, 1.46%, 1087, 955
1710351004, 0, 56, 102, 0, 0, 1.66%, 0, 0, 0, 1156.67, 122, 10395, 1.46%, 1088, 955
1710351004, 0, 57, 102, 0, 0, 1.66%, 0, 0, 0, 1193.33, 160, 10715, 1.46%, 1088, 955
1710351004, 0, 57, 103, 0, 0, 1.66%, 0, 0, 0, 1133.33, 209, 11006, 1.46%, 1088, 955
1710351005, 0, 58, 104, 0, 0, 1.66%, 0, 0, 0, 1146.67, 249, 11310, 1.46%, 1088, 955
1710351005, 0, 58, 106, 0, 0, 1.66%, 0, 0, 0, 1083.33, 260, 11624, 1.46%, 1088, 957
1710351005, 0, 59, 107, 0, 0, 1.66%, 0, 0, 0, 1113.33, 265, 11953, 1.46%, 1088, 957
1710351006, 0, 60, 108, 0, 0, 1.66%, 0, 0, 0, 1100.00, 272, 12276, 1.46%, 1088, 959
1710351006, 0, 67, 110, 0, 0, 1.66%, 0, 0, 0, 920.00, 282, 12542, 1.47%, 1088, 964
1710351006, 0, 68, 110, 0, 0, 1.66%, 0, 0, 0, 1126.67, 296, 12866, 1.47%, 1088, 964
1710351007, 0, 68, 110, 0, 0, 1.66%, 0, 0, 0, 1216.67, 307, 13220, 1.47%, 1088, 964
1710351007, 0, 72, 111, 0, 0, 1.66%, 0, 0, 0, 1186.67, 323, 13560, 1.47%, 1088, 964
1710351007, 0, 74, 113, 0, 0, 1.66%, 0, 0, 0, 1193.33, 329, 13912, 1.47%, 1088, 964
1710351007, 0, 74, 113, 0, 0, 1.66%, 0, 0, 0, 1020.00, 334, 14213, 1.47%, 1088, 964
1710351008, 0, 78, 115, 0, 0, 1.66%, 0, 0, 0, 1086.38, 363, 14511, 1.49%, 1088, 976
1710351008, 0, 78, 116, 0, 0, 1.66%, 0, 0, 0, 993.38, 368, 14806, 1.50%, 1088, 983
1710351008, 0, 79, 116, 0, 0, 1.66%, 0, 0, 0, 883.33, 379, 15060, 1.50%, 1088, 983
1710351009, 0, 80, 116, 0, 0, 1.66%, 0, 0, 0, 986.67, 390, 15345, 1.50%, 1088, 983
1710351009, 0, 81, 117, 0, 0, 1.67%, 0, 0, 0, 766.67, 451, 15514, 1.50%, 1094, 983
1710351009, 0, 81, 117, 0, 0, 1.67%, 0, 0, 0, 856.67, 515, 15707, 1.50%, 1094, 983
1710351010, 0, 81, 117, 0, 0, 1.67%, 0, 0, 0, 1056.48, 588, 15952, 1.50%, 1094, 983
1710351010, 0, 83, 117, 0, 0, 1.67%, 0, 0, 0, 983.33, 589, 16246, 1.50%, 1094, 983
1710351010, 0, 88, 117, 0, 0, 1.67%, 0, 0, 0, 1176.67, 592, 16596, 1.50%, 1094, 983
1710351010, 0, 90, 117, 0, 0, 1.67%, 0, 0, 0, 1036.67, 657, 16842, 1.50%, 1094, 983
1710351011, 0, 90, 117, 0, 0, 1.67%, 0, 0, 0, 883.33, 727, 17037, 1.50%, 1094, 983
1710351011, 0, 92, 118, 0, 0, 1.67%, 0, 0, 0, 863.33, 780, 17243, 1.50%, 1094, 983
1710351011, 0, 92, 120, 0, 0, 1.67%, 0, 0, 0, 956.67, 831, 17479, 1.50%, 1094, 984
1710351012, 0, 92, 122, 0, 0, 1.67%, 0, 0, 0, 1096.35, 884, 17756, 1.50%, 1094, 984
1710351012, 0, 93, 123, 0, 0, 1.68%, 0, 0, 0, 1183.33, 924, 18071, 1.53%, 1101, 1000
1710351012, 0, 94, 124, 0, 0, 1.68%, 0, 0, 0, 1076.67, 969, 18349, 1.53%, 1101, 1000
1710351013, 0, 94, 124, 0, 0, 1.68%, 0, 0, 0, 840.00, 1040, 18530, 1.53%, 1101, 1000
1710351013, 0, 94, 124, 0, 0, 1.68%, 0, 0, 0, 903.65, 1128, 18714, 1.53%, 1101, 1000
1710351013, 0, 96, 125, 0, 0, 1.68%, 0, 0, 0, 1013.29, 1201, 18946, 1.53%, 1101, 1000
1710351013, 0, 96, 125, 0, 0, 1.68%, 0, 0, 0, 963.46, 1281, 19156, 1.53%, 1101, 1000
1710351014, 0, 96, 127, 0, 0, 1.68%, 0, 0, 0, 783.33, 1335, 19337, 1.54%, 1103, 1007
1710351014, 0, 100, 128, 0, 0, 1.68%, 0, 0, 0, 963.33, 1366, 19595, 1.54%, 1103, 1008
1710351014, 0, 101, 130, 0, 0, 1.68%, 0, 0, 0, 1150.00, 1366, 19940, 1.54%, 1103, 1008
1710351015, 0, 105, 131, 0, 0, 1.69%, 0, 0, 0, 1140.00, 1405, 20243, 1.55%, 1108, 1013
1710351015, 0, 105, 131, 0, 0, 1.69%, 0, 0, 0, 956.67, 1445, 20490, 1.55%, 1108, 1013
1710351015, 0, 106, 131, 0, 0, 1.69%, 0, 0, 0, 1020.00, 1498, 20743, 1.55%, 1108, 1013
1710351016, 0, 107, 132, 0, 0, 1.69%, 0, 0, 0, 1000.00, 1587, 20954, 1.55%, 1108, 1013
1710351016, 0, 107, 132, 0, 0, 1.69%, 0, 0, 0, 910.00, 1660, 21154, 1.55%, 1108, 1013
1710351016, 0, 108, 132, 0, 0, 1.69%, 0, 0, 0, 794.02, 1726, 21327, 1.55%, 1108, 1013
1710351016, 0, 108, 133, 0, 0, 1.69%, 0, 0, 0, 1010.00, 1763, 21593, 1.55%, 1108, 1013
1710351017, 0, 108, 133, 0, 0, 1.69%, 0, 0, 0, 1170.00, 1816, 21891, 1.55%, 1108, 1013
1710351017, 0, 113, 133, 0, 0, 1.69%, 0, 0, 0, 1016.67, 1848, 22164, 1.55%, 1108, 1013
1710351017, 0, 113, 133, 0, 0, 1.69%, 0, 0, 0, 893.33, 1899, 22381, 1.55%, 1108, 1013
1710351018, 0, 113, 134, 0, 0, 1.69%, 0, 0, 0, 1000.00, 1977, 22603, 1.55%, 1108, 1013
1710351018, 0, 115, 135, 0, 0, 1.69%, 0, 0, 0, 1023.33, 2064, 22823, 1.55%, 1108, 1013
1710351018, 0, 115, 135, 0, 0, 1.69%, 0, 0, 0, 910.30, 2159, 23002, 1.55%, 1108, 1013
1710351019, 0, 115, 135, 0, 0, 1.69%, 0, 0, 0, 856.67, 2238, 23180, 1.55%, 1108, 1013
1710351019, 0, 116, 136, 0, 0, 1.69%, 0, 0, 0, 1106.67, 2273, 23477, 1.55%, 1108, 1013
1710351019, 0, 118, 136, 0, 0, 1.69%, 0, 0, 0, 1150.00, 2300, 23795, 1.55%, 1108, 1013
1710351019, 0, 118, 136, 0, 0, 1.69%, 0, 0, 0, 1010.00, 2351, 24047, 1.55%, 1108, 1013
1710351020, 0, 118, 136, 0, 0, 1.69%, 0, 0, 0, 946.67, 2405, 24277, 1.55%, 1108, 1013
1710351020, 0, 122, 137, 0, 0, 1.69%, 0, 0, 0, 1093.33, 2451, 24559, 1.55%, 1108, 1014
1710351020, 0, 122, 137, 0, 0, 1.69%, 0, 0, 0, 1133.33, 2521, 24829, 1.55%, 1108, 1014
1710351021, 0, 123, 139, 0, 0, 1.69%, 0, 0, 0, 1176.67, 2572, 25131, 1.57%, 1108, 1030
1710351021, 0, 125, 139, 0, 0, 1.69%, 0, 0, 0, 1160.00, 2632, 25419, 1.57%, 1108, 1030
1710351021, 0, 125, 139, 0, 0, 1.69%, 0, 0, 0, 996.67, 2696, 25654, 1.57%, 1108, 1030
1710351022, 0, 126, 139, 0, 0, 1.69%, 0, 0, 0, 1060.00, 2772, 25896, 1.57%, 1108, 1030
1710351022, 0, 126, 139, 0, 0, 1.69%, 0, 0, 0, 950.00, 2844, 26109, 1.57%, 1108, 1030
1710351022, 0, 126, 139, 0, 0, 1.69%, 0, 0, 0, 786.67, 2908, 26281, 1.57%, 1108, 1030
1710351022, 0, 127, 139, 0, 0, 1.69%, 0, 0, 0, 836.67, 2963, 26477, 1.57%, 1108, 1030
1710351023, 0, 127, 139, 0, 0, 1.69%, 0, 0, 0, 963.33, 3019, 26710, 1.57%, 1108, 1030
1710351023, 0, 127, 139, 0, 0, 1.69%, 0, 0, 0, 1090.00, 3084, 26972, 1.57%, 1108, 1030
1710351023, 0, 130, 145, 0, 0, 1.69%, 0, 0, 0, 1040.00, 3129, 27239, 1.57%, 1110, 1032
1710351024, 0, 130, 146, 0, 0, 1.69%, 0, 0, 0, 1026.67, 3187, 27489, 1.57%, 1110, 1032
1710351024, 0, 134, 148, 0, 0, 1.69%, 0, 0, 0, 1085.81, 3225, 27780, 1.58%, 1110, 1038
1710351024, 0, 136, 148, 0, 0, 1.69%, 0, 0, 0, 916.94, 3274, 28007, 1.58%, 1110, 1038
1710351025, 0, 136, 148, 0, 0, 1.69%, 0, 0, 0, 920.00, 3320, 28237, 1.58%, 1110, 1038
1710351025, 0, 137, 148, 0, 0, 1.69%, 0, 0, 0, 1010.00, 3367, 28493, 1.58%, 1110, 1038
1710351025, 0, 137, 148, 0, 0, 1.69%, 0, 0, 0, 1010.00, 3403, 28760, 1.58%, 1110, 1038
