unix_time,cycles_done,cur_path,paths_total,pending_total,pending_favs,map_size,unique_crashes,unique_hangs,max_depth,execs_per_sec,valid_inputs,invalid_inputs,valid_cov,all_covered_probes,valid_covered_probes
1710325761, 0, 0, 1, 0, 0, 0.47%, 0, 0, 0, 0.98, 0, 1, 0.00%, 309, 0
1710325762, 0, 0, 12, 0, 0, 0.79%, 0, 0, 0, 216.67, 0, 66, 0.00%, 519, 0
1710325762, 0, 0, 21, 0, 0, 0.84%, 0, 0, 0, 254.97, 0, 143, 0.00%, 550, 0
1710325762, 0, 0, 31, 0, 0, 0.90%, 0, 0, 0, 736.67, 0, 364, 0.00%, 588, 0
1710325763, 0, 1, 40, 0, 0, 1.20%, 0, 0, 0, 913.33, 0, 638, 0.00%, 786, 0
1710325763, 0, 2, 42, 0, 0, 1.21%, 0, 0, 0, 993.33, 0, 936, 0.00%, 792, 0
1710325763, 0, 3, 45, 0, 0, 1.22%, 0, 0, 0, 1043.33, 0, 1249, 0.00%, 799, 0
1710325763, 0, 4, 49, 0, 0, 1.23%, 0, 0, 0, 1020.00, 0, 1555, 0.00%, 809, 0
1710325764, 0, 4, 54, 0, 0, 1.25%, 0, 0, 0, 1093.33, 0, 1883, 0.00%, 822, 0
1710325764, 0, 6, 57, 0, 0, 1.34%, 0, 0, 0, 1110.00, 0, 2216, 0.00%, 876, 0
1710325764, 0, 7, 59, 0, 0, 1.34%, 0, 0, 0, 1016.67, 0, 2521, 0.00%, 881, 0
1710325765, 0, 8, 60, 0, 0, 1.34%, 0, 0, 0, 1063.33, 0, 2840, 0.00%, 881, 0
1710325765, 0, 9, 65, 0, 0, 1.34%, 0, 0, 0, 953.33, 0, 3126, 0.00%, 881, 0
1710325765, 0, 10, 68, 0, 0, 1.62%, 0, 0, 0, 1103.33, 1, 3456, 1.30%, 1061, 853
1710325766, 0, 12, 71, 0, 0, 1.62%, 0, 0, 0, 1173.33, 1, 3808, 1.30%, 1061, 853
1710325766, 0, 13, 72, 0, 0, 1.63%, 0, 0, 0, 1403.33, 1, 4229, 1.30%, 1067, 853
1710325766, 0, 18, 73, 0, 0, 1.63%, 0, 0, 0, 1392.03, 1, 4648, 1.30%, 1068, 853
1710325766, 0, 19, 74, 0, 0, 1.63%, 0, 0, 0, 1263.33, 1, 5027, 1.30%, 1068, 853
1710325767, 0, 21, 80, 0, 0, 1.63%, 0, 0, 0, 1009.93, 4, 5329, 1.31%, 1071, 859
1710325767, 0, 22, 86, 0, 0, 1.63%, 0, 0, 0, 1155.63, 12, 5670, 1.36%, 1071, 889
1710325767, 0, 23, 89, 0, 0, 1.64%, 0, 0, 0, 1213.33, 12, 6034, 1.36%, 1076, 889
1710325768, 0, 27, 94, 0, 0, 1.64%, 0, 0, 0, 1260.00, 12, 6412, 1.36%, 1078, 889
1710325768, 0, 30, 99, 0, 0, 1.65%, 0, 0, 0, 983.33, 15, 6704, 1.44%, 1084, 944
1710325768, 0, 32, 99, 0, 0, 1.65%, 0, 0, 0, 547.22, 15, 6901, 1.44%, 1084, 944
1710325769, 0, 32, 99, 0, 0, 1.65%, 0, 0, 0, 840.00, 15, 7153, 1.44%, 1084, 944
1710325769, 0, 33, 99, 0, 0, 1.65%, 0, 0, 0, 1056.67, 17, 7468, 1.44%, 1084, 944
1710325769, 0, 33, 101, 0, 0, 1.65%, 0, 0, 0, 626.67, 26, 7647, 1.44%, 1084, 944
1710325769, 0, 34, 101, 0, 0, 1.65%, 0, 0, 0, 1066.67, 29, 7964, 1.44%, 1084, 944
1710325770, 0, 37, 103, 0, 0, 1.65%, 0, 0, 0, 966.78, 31, 8253, 1.47%, 1084, 963
1710325770, 0, 42, 103, 0, 0, 1.65%, 0, 0, 0, 1233.33, 31, 8623, 1.47%, 1084, 963
1710325770, 0, 44, 105, 0, 0, 1.66%, 0, 0, 0, 1100.00, 33, 8951, 1.47%, 1086, 963
1710325771, 0, 44, 105, 0, 0, 1.66%, 0, 0, 0, 1240.00, 46, 9310, 1.47%, 1086, 963
1710325771, 0, 47, 107, 0, 0, 1.66%, 0, 0, 0, 926.67, 54, 9580, 1.47%, 1087, 963
1710325771, 0, 48, 108, 0, 0, 1.66%, 0, 0, 0, 1086.67, 54, 9906, 1.47%, 1087, 963
1710325772, 0, 48, 109, 0, 0, 1.66%, 0, 0, 0, 966.67, 54, 10196, 1.47%, 1087, 963
1710325772, 0, 50, 110, 0, 0, 1.66%, 0, 0, 0, 946.67, 57, 10477, 1.50%, 1087, 983
1710325772, 0, 50, 114, 0, 0, 1.66%, 0, 0, 0, 990.00, 64, 10767, 1.50%, 1088, 983
1710325772, 0, 51, 114, 0, 0, 1.66%, 0, 0, 0, 973.33, 66, 11057, 1.50%, 1088, 983
1710325773, 0, 56, 114, 0, 0, 1.66%, 0, 0, 0, 1073.33, 67, 11378, 1.50%, 1088, 983
1710325773, 0, 56, 117, 0, 0, 1.67%, 0, 0, 0, 996.67, 68, 11676, 1.50%, 1094, 983
1710325773, 0, 58, 120, 0, 0, 1.67%, 0, 0, 0, 1130.00, 70, 12013, 1.51%, 1095, 988
1710325774, 0, 66, 120, 0, 0, 1.67%, 0, 0, 0, 1140.00, 82, 12343, 1.51%, 1095, 988
1710325774, 0, 66, 121, 0, 0, 1.67%, 0, 0, 0, 876.67, 153, 12535, 1.52%, 1095, 993
