unix_time,cycles_done,cur_path,paths_total,pending_total,pending_favs,map_size,unique_crashes,unique_hangs,max_depth,execs_per_sec,valid_inputs,invalid_inputs,valid_cov,all_covered_probes,valid_covered_probes
1707269142, 0, 0, 1, 0, 0, 1.08%, 0, 0, 0, 1.53, 1, 0, 1.08%, 705, 705
1707269143, 0, 0, 24, 0, 0, 1.52%, 0, 0, 0, 198.68, 61, 0, 1.52%, 994, 994
1707269143, 0, 0, 30, 0, 0, 1.52%, 0, 0, 0, 435.22, 192, 0, 1.52%, 994, 994
1707269143, 0, 0, 32, 0, 0, 1.52%, 0, 0, 0, 556.67, 359, 0, 1.52%, 994, 994
1707269144, 0, 0, 32, 0, 0, 1.52%, 0, 0, 0, 624.58, 547, 0, 1.52%, 994, 994
1707269144, 0, 1, 32, 0, 0, 1.52%, 0, 0, 0, 640.26, 741, 0, 1.52%, 994, 994
1707269144, 0, 1, 32, 0, 0, 1.52%, 0, 0, 0, 736.67, 962, 0, 1.52%, 994, 994
1707269145, 0, 1, 32, 0, 0, 1.52%, 0, 0, 0, 790.00, 1199, 0, 1.52%, 994, 994
1707269145, 0, 2, 32, 0, 0, 1.52%, 0, 0, 0, 718.54, 1416, 0, 1.52%, 994, 994
1707269145, 0, 2, 32, 0, 0, 1.52%, 0, 0, 0, 308.97, 1509, 0, 1.52%, 994, 994
1707269145, 0, 2, 32, 0, 0, 1.52%, 0, 0, 0, 320.00, 1605, 0, 1.52%, 994, 994
1707269146, 0, 2, 32, 0, 0, 1.52%, 0, 0, 0, 318.94, 1701, 0, 1.52%, 994, 994
1707269146, 0, 2, 32, 0, 0, 1.52%, 0, 0, 0, 324.50, 1799, 0, 1.52%, 994, 994
1707269146, 0, 2, 32, 0, 0, 1.52%, 0, 0, 0, 320.13, 1896, 0, 1.52%, 994, 994
1707269147, 0, 2, 32, 0, 0, 1.52%, 0, 0, 0, 325.58, 1994, 0, 1.52%, 994, 994
1707269147, 0, 2, 32, 0, 0, 1.52%, 0, 0, 0, 337.75, 2096, 0, 1.52%, 994, 994
1707269147, 0, 2, 32, 0, 0, 1.52%, 0, 0, 0, 327.81, 2195, 0, 1.52%, 994, 994
1707269148, 0, 2, 32, 0, 0, 1.52%, 0, 0, 0, 343.33, 2298, 0, 1.52%, 994, 994
1707269148, 0, 3, 32, 0, 0, 1.52%, 0, 0, 0, 490.07, 2446, 0, 1.52%, 994, 994
1707269148, 0, 3, 32, 0, 0, 1.52%, 0, 0, 0, 763.33, 2675, 0, 1.52%, 994, 994
1707269148, 0, 3, 32, 0, 0, 1.52%, 0, 0, 0, 803.33, 2916, 0, 1.52%, 994, 994
1707269149, 0, 5, 32, 0, 0, 1.52%, 0, 0, 0, 760.80, 3145, 0, 1.52%, 994, 994
1707269149, 0, 5, 32, 0, 0, 1.52%, 0, 0, 0, 640.00, 3337, 0, 1.52%, 994, 994
1707269149, 0, 5, 32, 0, 0, 1.52%, 0, 0, 0, 656.67, 3534, 0, 1.52%, 994, 994
1707269150, 0, 5, 32, 0, 0, 1.52%, 0, 0, 0, 693.33, 3742, 0, 1.52%, 994, 994
1707269150, 0, 5, 32, 0, 0, 1.52%, 0, 0, 0, 720.93, 3959, 0, 1.52%, 994, 994
1707269150, 0, 11, 32, 0, 0, 1.52%, 0, 0, 0, 706.67, 4171, 0, 1.52%, 994, 994
1707269151, 0, 13, 32, 0, 0, 1.52%, 0, 0, 0, 617.94, 4357, 0, 1.52%, 994, 994
1707269151, 0, 13, 32, 0, 0, 1.52%, 0, 0, 0, 710.00, 4570, 0, 1.52%, 994, 994
1707269151, 0, 13, 32, 0, 0, 1.52%, 0, 0, 0, 716.67, 4785, 0, 1.52%, 994, 994
1707269151, 0, 13, 32, 0, 0, 1.52%, 0, 0, 0, 683.33, 4990, 0, 1.52%, 994, 994
1707269152, 0, 15, 32, 0, 0, 1.52%, 0, 0, 0, 716.67, 5205, 0, 1.52%, 994, 994
1707269152, 0, 20, 32, 0, 0, 1.52%, 0, 0, 0, 646.67, 5399, 0, 1.52%, 994, 994
1707269152, 0, 24, 32, 0, 0, 1.52%, 0, 0, 0, 500.00, 5549, 0, 1.52%, 994, 994
1707269153, 0, 28, 32, 0, 0, 1.52%, 0, 0, 0, 583.33, 5724, 0, 1.52%, 994, 994
1707269153, 0, 31, 32, 0, 0, 1.52%, 0, 0, 0, 541.53, 5887, 0, 1.52%, 994, 994
1707269153, 1, 0, 32, 0, 0, 1.52%, 0, 0, 0, 810.00, 6130, 0, 1.52%, 994, 994
1707269154, 1, 0, 32, 0, 0, 1.52%, 0, 0, 0, 900.00, 6400, 0, 1.52%, 994, 994
1707269154, 1, 1, 32, 0, 0, 1.52%, 0, 0, 0, 830.00, 6649, 0, 1.52%, 994, 994
1707269154, 1, 1, 32, 0, 0, 1.52%, 0, 0, 0, 926.67, 6927, 0, 1.52%, 994, 994
1707269154, 1, 1, 32, 0, 0, 1.52%, 0, 0, 0, 950.00, 7212, 0, 1.52%, 994, 994
1707269155, 1, 2, 32, 0, 0, 1.52%, 0, 0, 0, 554.82, 7379, 0, 1.52%, 994, 994
1707269155, 1, 2, 32, 0, 0, 1.52%, 0, 0, 0, 358.80, 7487, 0, 1.52%, 994, 994
1707269155, 1, 2, 32, 0, 0, 1.52%, 0, 0, 0, 352.16, 7593, 0, 1.52%, 994, 994
1707269156, 1, 2, 32, 0, 0, 1.52%, 0, 0, 0, 343.23, 7697, 0, 1.52%, 994, 994
1707269156, 1, 2, 32, 0, 0, 1.52%, 0, 0, 0, 359.74, 7806, 0, 1.52%, 994, 994
1707269156, 1, 2, 32, 0, 0, 1.52%, 0, 0, 0, 357.62, 7914, 0, 1.52%, 994, 994
1707269157, 1, 2, 32, 0, 0, 1.52%, 0, 0, 0, 363.33, 8023, 0, 1.52%, 994, 994
1707269157, 1, 2, 32, 0, 0, 1.52%, 0, 0, 0, 360.93, 8132, 0, 1.52%, 994, 994
1707269157, 1, 2, 32, 0, 0, 1.52%, 0, 0, 0, 356.67, 8239, 0, 1.52%, 994, 994
1707269157, 1, 3, 32, 0, 0, 1.52%, 0, 0, 0, 690.00, 8446, 0, 1.52%, 994, 994
1707269158, 1, 3, 32, 0, 0, 1.52%, 0, 0, 0, 870.00, 8707, 0, 1.52%, 994, 994
1707269158, 1, 3, 32, 0, 0, 1.52%, 0, 0, 0, 746.67, 8931, 0, 1.52%, 994, 994
1707269158, 1, 5, 32, 0, 0, 1.52%, 0, 0, 0, 750.83, 9157, 0, 1.52%, 994, 994
1707269159, 1, 5, 32, 0, 0, 1.52%, 0, 0, 0, 704.32, 9369, 0, 1.52%, 994, 994
1707269159, 1, 5, 32, 0, 0, 1.52%, 0, 0, 0, 720.93, 9586, 0, 1.52%, 994, 994
1707269159, 1, 5, 32, 0, 0, 1.52%, 0, 0, 0, 676.67, 9789, 0, 1.52%, 994, 994
1707269160, 1, 9, 32, 0, 0, 1.52%, 0, 0, 0, 743.33, 10012, 0, 1.52%, 994, 994
1707269160, 1, 13, 32, 0, 0, 1.52%, 0, 0, 0, 604.65, 10194, 0, 1.52%, 994, 994
1707269160, 1, 13, 32, 0, 0, 1.52%, 0, 0, 0, 740.86, 10417, 0, 1.52%, 994, 994
1707269160, 1, 13, 32, 0, 0, 1.52%, 0, 0, 0, 713.33, 10631, 0, 1.52%, 994, 994
1707269161, 1, 13, 32, 0, 0, 1.52%, 0, 0, 0, 756.67, 10858, 0, 1.52%, 994, 994
1707269161, 1, 14, 32, 0, 0, 1.52%, 0, 0, 0, 710.96, 11072, 0, 1.52%, 994, 994
1707269161, 1, 20, 32, 0, 0, 1.52%, 0, 0, 0, 700.00, 11282, 0, 1.52%, 994, 994
1707269162, 1, 24, 32, 0, 0, 1.52%, 0, 0, 0, 581.40, 11457, 0, 1.52%, 994, 994
1707269162, 1, 28, 32, 0, 0, 1.52%, 0, 0, 0, 643.33, 11650, 0, 1.52%, 994, 994
1707269162, 1, 31, 32, 0, 0, 1.52%, 0, 0, 0, 520.00, 11806, 0, 1.52%, 994, 994
1707269163, 2, 0, 32, 0, 0, 1.52%, 0, 0, 0, 830.00, 12055, 0, 1.52%, 994, 994
1707269163, 2, 0, 32, 0, 0, 1.52%, 0, 0, 0, 923.59, 12333, 0, 1.52%, 994, 994
1707269163, 2, 1, 32, 0, 0, 1.52%, 0, 0, 0, 946.67, 12617, 0, 1.52%, 994, 994
1707269163, 2, 1, 32, 0, 0, 1.52%, 0, 0, 0, 963.46, 12907, 0, 1.52%, 994, 994
1707269164, 2, 1, 32, 0, 0, 1.52%, 0, 0, 0, 960.00, 13195, 0, 1.52%, 994, 994
1707269164, 2, 2, 32, 0, 0, 1.52%, 0, 0, 0, 393.33, 13313, 0, 1.52%, 994, 994
1707269164, 2, 2, 32, 0, 0, 1.52%, 0, 0, 0, 353.33, 13419, 0, 1.52%, 994, 994
1707269165, 2, 2, 32, 0, 0, 1.52%, 0, 0, 0, 355.48, 13526, 0, 1.52%, 994, 994
1707269165, 2, 2, 32, 0, 0, 1.52%, 0, 0, 0, 360.00, 13634, 0, 1.52%, 994, 994
1707269165, 2, 2, 32, 0, 0, 1.52%, 0, 0, 0, 362.13, 13743, 0, 1.52%, 994, 994
1707269166, 2, 2, 32, 0, 0, 1.52%, 0, 0, 0, 357.62, 13851, 0, 1.52%, 994, 994
1707269166, 2, 2, 32, 0, 0, 1.52%, 0, 0, 0, 363.33, 13960, 0, 1.52%, 994, 994
1707269166, 2, 2, 32, 0, 0, 1.52%, 0, 0, 0, 302.33, 14051, 0, 1.52%, 994, 994
1707269166, 2, 2, 32, 0, 0, 1.52%, 0, 0, 0, 336.67, 14152, 0, 1.52%, 994, 994
1707269167, 2, 3, 32, 0, 0, 1.52%, 0, 0, 0, 730.00, 14371, 0, 1.52%, 994, 994
1707269167, 2, 3, 32, 0, 0, 1.52%, 0, 0, 0, 827.24, 14620, 0, 1.52%, 994, 994
1707269167, 2, 4, 32, 0, 0, 1.52%, 0, 0, 0, 870.00, 14881, 0, 1.52%, 994, 994
1707269168, 2, 5, 32, 0, 0, 1.52%, 0, 0, 0, 733.33, 15101, 0, 1.52%, 994, 994
1707269168, 2, 5, 32, 0, 0, 1.52%, 0, 0, 0, 633.33, 15291, 0, 1.52%, 994, 994
1707269168, 2, 5, 32, 0, 0, 1.52%, 0, 0, 0, 723.33, 15508, 0, 1.52%, 994, 994
1707269169, 2, 5, 32, 0, 0, 1.52%, 0, 0, 0, 723.33, 15725, 0, 1.52%, 994, 994
1707269169, 2, 9, 32, 0, 0, 1.52%, 0, 0, 0, 717.61, 15941, 0, 1.52%, 994, 994
1707269169, 2, 13, 32, 0, 0, 1.52%, 0, 0, 0, 630.00, 16130, 0, 1.52%, 994, 994
1707269169, 2, 13, 32, 0, 0, 1.52%, 0, 0, 0, 723.33, 16347, 0, 1.52%, 994, 994
1707269170, 2, 13, 32, 0, 0, 1.52%, 0, 0, 0, 713.33, 16561, 0, 1.52%, 994, 994
1707269170, 2, 13, 32, 0, 0, 1.52%, 0, 0, 0, 723.33, 16778, 0, 1.52%, 994, 994
1707269170, 2, 14, 32, 0, 0, 1.52%, 0, 0, 0, 687.71, 16985, 0, 1.52%, 994, 994
1707269171, 2, 20, 32, 0, 0, 1.52%, 0, 0, 0, 660.00, 17183, 0, 1.52%, 994, 994
1707269171, 2, 24, 32, 0, 0, 1.52%, 0, 0, 0, 596.03, 17363, 0, 1.52%, 994, 994
1707269171, 2, 28, 32, 0, 0, 1.52%, 0, 0, 0, 606.67, 17545, 0, 1.52%, 994, 994
1707269172, 2, 31, 32, 0, 0, 1.52%, 0, 0, 0, 534.88, 17706, 0, 1.52%, 994, 994
1707269172, 3, 0, 32, 0, 0, 1.52%, 0, 0, 0, 836.67, 17957, 0, 1.52%, 994, 994
1707269172, 3, 0, 32, 0, 0, 1.52%, 0, 0, 0, 910.30, 18231, 0, 1.52%, 994, 994
1707269172, 3, 1, 32, 0, 0, 1.52%, 0, 0, 0, 883.33, 18496, 0, 1.52%, 994, 994
1707269173, 3, 1, 32, 0, 0, 1.52%, 0, 0, 0, 953.33, 18782, 0, 1.52%, 994, 994
1707269173, 3, 1, 32, 0, 0, 1.52%, 0, 0, 0, 950.00, 19067, 0, 1.52%, 994, 994
1707269173, 3, 2, 32, 0, 0, 1.52%, 0, 0, 0, 473.33, 19209, 0, 1.52%, 994, 994
1707269174, 3, 2, 32, 0, 0, 1.52%, 0, 0, 0, 355.48, 19316, 0, 1.52%, 994, 994
1707269174, 3, 2, 32, 0, 0, 1.52%, 0, 0, 0, 348.84, 19421, 0, 1.52%, 994, 994
1707269174, 3, 2, 32, 0, 0, 1.52%, 0, 0, 0, 357.62, 19529, 0, 1.52%, 994, 994
1707269175, 3, 2, 32, 0, 0, 1.52%, 0, 0, 0, 353.33, 19635, 0, 1.52%, 994, 994
1707269175, 3, 2, 32, 0, 0, 1.52%, 0, 0, 0, 356.67, 19742, 0, 1.52%, 994, 994
1707269175, 3, 2, 32, 0, 0, 1.52%, 0, 0, 0, 356.67, 19849, 0, 1.52%, 994, 994
1707269175, 3, 2, 32, 0, 0, 1.52%, 0, 0, 0, 356.67, 19956, 0, 1.52%, 994, 994
1707269176, 3, 2, 32, 0, 0, 1.52%, 0, 0, 0, 353.33, 20062, 0, 1.52%, 994, 994
1707269176, 3, 3, 32, 0, 0, 1.52%, 0, 0, 0, 746.67, 20286, 0, 1.52%, 994, 994
1707269176, 3, 3, 32, 0, 0, 1.52%, 0, 0, 0, 844.37, 20541, 0, 1.52%, 994, 994
1707269177, 3, 4, 32, 0, 0, 1.52%, 0, 0, 0, 896.67, 20810, 0, 1.52%, 994, 994
1707269177, 3, 5, 32, 0, 0, 1.52%, 0, 0, 0, 716.67, 21025, 0, 1.52%, 994, 994
1707269177, 3, 5, 32, 0, 0, 1.52%, 0, 0, 0, 691.03, 21233, 0, 1.52%, 994, 994
1707269178, 3, 5, 32, 0, 0, 1.52%, 0, 0, 0, 723.33, 21450, 0, 1.52%, 994, 994
1707269178, 3, 5, 32, 0, 0, 1.52%, 0, 0, 0, 703.33, 21661, 0, 1.52%, 994, 994
1707269178, 3, 9, 32, 0, 0, 1.52%, 0, 0, 0, 559.60, 21830, 0, 1.52%, 994, 994
1707269178, 3, 12, 32, 0, 0, 1.52%, 0, 0, 0, 420.00, 21956, 0, 1.52%, 994, 994
1707269179, 3, 13, 32, 0, 0, 1.52%, 0, 0, 0, 532.89, 22118, 0, 1.52%, 994, 994
1707269179, 3, 13, 32, 0, 0, 1.52%, 0, 0, 0, 518.27, 22274, 0, 1.52%, 994, 994
1707269179, 3, 13, 32, 0, 0, 1.52%, 0, 0, 0, 531.56, 22434, 0, 1.52%, 994, 994
1707269180, 3, 13, 32, 0, 0, 1.52%, 0, 0, 0, 534.88, 22595, 0, 1.52%, 994, 994
1707269180, 3, 13, 32, 0, 0, 1.52%, 0, 0, 0, 566.67, 22765, 0, 1.52%, 994, 994
1707269180, 3, 16, 32, 0, 0, 1.52%, 0, 0, 0, 650.00, 22960, 0, 1.52%, 994, 994
1707269181, 3, 20, 32, 0, 0, 1.52%, 0, 0, 0, 480.00, 23104, 0, 1.52%, 994, 994
1707269181, 3, 23, 32, 0, 0, 1.52%, 0, 0, 0, 461.79, 23243, 0, 1.52%, 994, 994
1707269181, 3, 26, 32, 0, 0, 1.52%, 0, 0, 0, 413.91, 23368, 0, 1.52%, 994, 994
1707269181, 3, 29, 32, 0, 0, 1.52%, 0, 0, 0, 475.08, 23511, 0, 1.52%, 994, 994
1707269182, 3, 31, 32, 0, 0, 1.52%, 0, 0, 0, 390.00, 23628, 0, 1.52%, 994, 994
1707269182, 4, 0, 32, 0, 0, 1.52%, 0, 0, 0, 721.85, 23846, 0, 1.52%, 994, 994
1707269182, 4, 0, 32, 0, 0, 1.52%, 0, 0, 0, 695.36, 24056, 0, 1.52%, 994, 994
1707269183, 4, 0, 32, 0, 0, 1.52%, 0, 0, 0, 693.33, 24264, 0, 1.52%, 994, 994
1707269183, 4, 1, 32, 0, 0, 1.52%, 0, 0, 0, 764.12, 24494, 0, 1.52%, 994, 994
1707269183, 4, 1, 32, 0, 0, 1.52%, 0, 0, 0, 773.33, 24726, 0, 1.52%, 994, 994
