unix_time,cycles_done,cur_path,paths_total,pending_total,pending_favs,map_size,unique_crashes,unique_hangs,max_depth,execs_per_sec,valid_inputs,invalid_inputs,valid_cov,all_covered_probes,valid_covered_probes
1707283558, 0, 0, 1, 0, 0, 1.08%, 0, 0, 0, 1.54, 1, 0, 1.08%, 708, 708
1707283558, 0, 0, 19, 0, 0, 1.52%, 0, 0, 0, 246.67, 75, 0, 1.52%, 994, 994
1707283558, 0, 0, 27, 0, 0, 1.52%, 0, 0, 0, 516.67, 230, 0, 1.52%, 994, 994
1707283559, 0, 0, 31, 0, 0, 1.52%, 0, 0, 0, 629.14, 420, 0, 1.52%, 994, 994
1707283559, 0, 0, 32, 0, 0, 1.52%, 0, 0, 0, 770.00, 651, 0, 1.52%, 994, 994
1707283559, 0, 1, 35, 0, 0, 1.52%, 0, 0, 0, 616.67, 836, 0, 1.52%, 994, 994
1707283559, 0, 1, 36, 0, 0, 1.52%, 0, 0, 0, 646.67, 1030, 0, 1.52%, 994, 994
1707283560, 0, 1, 36, 0, 0, 1.52%, 0, 0, 0, 690.00, 1237, 0, 1.52%, 994, 994
1707283560, 0, 3, 36, 0, 0, 1.52%, 0, 0, 0, 673.33, 1439, 0, 1.52%, 994, 994
1707283560, 0, 7, 36, 0, 0, 1.52%, 0, 0, 0, 750.00, 1664, 0, 1.52%, 994, 994
1707283561, 0, 7, 36, 0, 0, 1.52%, 0, 0, 0, 613.33, 1848, 0, 1.52%, 994, 994
1707283561, 0, 7, 36, 0, 0, 1.52%, 0, 0, 0, 596.67, 2027, 0, 1.52%, 994, 994
1707283561, 0, 7, 36, 0, 0, 1.52%, 0, 0, 0, 660.00, 2225, 0, 1.52%, 994, 994
1707283562, 0, 7, 36, 0, 0, 1.52%, 0, 0, 0, 651.16, 2421, 0, 1.52%, 994, 994
1707283562, 0, 8, 36, 0, 0, 1.52%, 0, 0, 0, 461.79, 2560, 0, 1.52%, 994, 994
1707283562, 0, 8, 36, 0, 0, 1.52%, 0, 0, 0, 440.00, 2692, 0, 1.52%, 994, 994
1707283562, 0, 8, 36, 0, 0, 1.52%, 0, 0, 0, 448.50, 2827, 0, 1.52%, 994, 994
1707283563, 0, 8, 36, 0, 0, 1.52%, 0, 0, 0, 460.00, 2965, 0, 1.52%, 994, 994
1707283563, 0, 8, 36, 0, 0, 1.52%, 0, 0, 0, 466.67, 3105, 0, 1.52%, 994, 994
1707283563, 0, 8, 36, 0, 0, 1.52%, 0, 0, 0, 461.79, 3244, 0, 1.52%, 994, 994
1707283564, 0, 8, 36, 0, 0, 1.52%, 0, 0, 0, 475.08, 3387, 0, 1.52%, 994, 994
1707283564, 0, 9, 36, 0, 0, 1.52%, 0, 0, 0, 677.74, 3591, 0, 1.52%, 994, 994
1707283564, 0, 9, 36, 0, 0, 1.52%, 0, 0, 0, 783.33, 3826, 0, 1.52%, 994, 994
1707283565, 0, 9, 36, 0, 0, 1.52%, 0, 0, 0, 767.44, 4057, 0, 1.52%, 994, 994
1707283565, 0, 9, 36, 0, 0, 1.52%, 0, 0, 0, 750.83, 4283, 0, 1.52%, 994, 994
1707283565, 0, 12, 36, 0, 0, 1.52%, 0, 0, 0, 531.56, 4443, 0, 1.52%, 994, 994
1707283565, 0, 19, 36, 0, 0, 1.52%, 0, 0, 0, 813.95, 4688, 0, 1.52%, 994, 994
1707283566, 0, 23, 36, 0, 0, 1.52%, 0, 0, 0, 568.11, 4859, 0, 1.52%, 994, 994
1707283566, 0, 26, 36, 0, 0, 1.52%, 0, 0, 0, 509.93, 5013, 0, 1.52%, 994, 994
1707283566, 0, 30, 36, 0, 0, 1.52%, 0, 0, 0, 491.69, 5161, 0, 1.52%, 994, 994
1707283567, 0, 34, 36, 0, 0, 1.52%, 0, 0, 0, 636.67, 5352, 0, 1.52%, 994, 994
1707283567, 1, 0, 36, 0, 0, 1.52%, 0, 0, 0, 833.33, 5602, 0, 1.52%, 994, 994
1707283567, 1, 0, 36, 0, 0, 1.52%, 0, 0, 0, 1020.00, 5908, 0, 1.52%, 994, 994
1707283568, 1, 1, 36, 0, 0, 1.52%, 0, 0, 0, 966.67, 6198, 0, 1.52%, 994, 994
1707283568, 1, 1, 36, 0, 0, 1.52%, 0, 0, 0, 811.26, 6443, 0, 1.52%, 994, 994
1707283568, 1, 1, 36, 0, 0, 1.52%, 0, 0, 0, 754.15, 6670, 0, 1.52%, 994, 994
1707283568, 1, 5, 36, 0, 0, 1.52%, 0, 0, 0, 900.00, 6940, 0, 1.52%, 994, 994
1707283569, 1, 7, 36, 0, 0, 1.52%, 0, 0, 0, 777.41, 7174, 0, 1.52%, 994, 994
1707283569, 1, 7, 36, 0, 0, 1.52%, 0, 0, 0, 736.67, 7395, 0, 1.52%, 994, 994
1707283569, 1, 7, 36, 0, 0, 1.52%, 0, 0, 0, 740.00, 7617, 0, 1.52%, 994, 994
1707283570, 1, 7, 36, 0, 0, 1.52%, 0, 0, 0, 710.00, 7830, 0, 1.52%, 994, 994
1707283570, 1, 8, 36, 0, 0, 1.52%, 0, 0, 0, 526.67, 7988, 0, 1.52%, 994, 994
